Latitude,Longitude
[25.88415544],[-80.18709971]
[25.66706489],[-80.34574772]
[25.69940935],[-80.31917462]
[25.62614292],[-80.31499296]
[26.13481749],[-80.21768965]
[25.78735252],[-80.19080161]
[25.85029237],[-80.32061034]
[25.84218254],[-80.2472351]
[25.51751007],[-80.4113483]
[25.69830667],[-80.34193357]
[26.17877605],[-80.28931612]
[25.87720423],[-80.34386982]
[25.79304303],[-80.33335312]
[25.86598098],[-80.30905128]
[25.71066606],[-80.29419745]
[25.55744159],[-80.46372092]
[25.59440906],[-80.39894143]
[25.74287886],[-80.35978248]
[25.73382002],[-80.27062428]
[25.66702703],[-80.31423657]
[25.65292],[-80.41868554]
[25.65455607],[-80.39926653]
[25.76149323],[-80.27317769]
[25.630174],[-80.32060971]
[25.8621311],[-80.33751304]
[25.73534171],[-80.35384591]
[26.02117327],[-80.27210912]
[25.71744823],[-80.28260757]
[25.81521504],[-80.31009204]
[25.7269861],[-80.40741192]
[25.93177332],[-80.27612004]
[25.55772482],[-80.45206755]
[25.85380012],[-80.30076249]
[25.61743343],[-80.35938389]
[25.58606807],[-80.43288509]
[25.64555778],[-80.45009967]
[25.68301654],[-80.3508427]
[25.70864179],[-80.35909707]
[25.65030889],[-80.2884908]
[25.99812439],[-80.37720129]
[25.87479443],[-80.35109201]
[25.52549885],[-80.47744541]
[25.77777385],[-80.27778248]
[25.97434326],[-80.38987121]
[25.79273605],[-80.38011515]
[25.57158443],[-80.45030916]
[25.96245181],[-80.29101847]
[25.79243417],[-80.27858473]
[25.74308089],[-80.44535883]
[25.77720195],[-80.32497823]
[25.55496533],[-80.47665394]
[25.51530015],[-80.4878745]
[25.76614551],[-80.39106021]
[25.87138012],[-80.24175376]
[26.04854656],[-80.33377238]
[25.90703295],[-80.38523796]
[25.60245332],[-80.35889785]
[25.79544048],[-80.36673347]
[25.58719907],[-80.48409563]
[25.7035176],[-80.24756957]
[25.71212164],[-80.26241932]
[25.88623716],[-80.17845653]
[25.73124864],[-80.4500251]
[25.74686478],[-80.35948919]
[25.71207351],[-80.40181188]
[25.93104432],[-80.25859617]
[25.6777171],[-80.42319057]
[25.70628507],[-80.32686787]
[25.60578533],[-80.42309424]
[25.78719029],[-80.22795955]
[25.65726318],[-80.42542552]
[25.50481514],[-80.40201371]
[25.70535777],[-80.36810657]
[25.81760001],[-80.32867229]
[25.80975371],[-80.26943973]
[25.95965443],[-80.34834899]
[25.48818908],[-80.38268175]
[25.92434411],[-80.36920922]
[25.72726405],[-80.31443699]
[25.96957901],[-80.22981122]
[26.00265749],[-80.38176558]
[25.9358047],[-80.26130115]
[25.86794366],[-80.31462447]
[25.65011133],[-80.42529038]
[25.63843517],[-80.44024105]
[25.85980706],[-80.30286523]
[25.68052123],[-80.41069993]
[25.4693152],[-80.51796845]
[25.81148363],[-80.35993955]
[25.69835143],[-80.46268761]
[25.72928855],[-80.4389451]
[25.82487109],[-80.26409954]
[25.95276719],[-80.29840696]
[25.91186649],[-80.35187102]
[25.85663553],[-80.26484893]
[25.93926617],[-80.27440657]
[25.75444555],[-80.28342181]
[25.81929257],[-80.30773144]
[25.75363282],[-80.40501753]
[25.58321843],[-80.49537623]
[25.4961816],[-80.37308927]
[25.60210667],[-80.38118981]
[25.85141854],[-80.35486514]
[25.67485302],[-80.38134501]
[25.6422146],[-80.32748268]
[25.5170271],[-80.42099096]
[25.74282056],[-80.2702751]
[26.08780751],[-80.21519721]
[25.85835008],[-80.31557354]
[25.89905312],[-80.36686231]
[25.67497427],[-80.39346552]
[25.7495668],[-80.37924663]
[25.75118247],[-80.28943219]
[25.87640182],[-80.31261941]
[25.79873853],[-80.27936867]
[25.70376826],[-80.45487702]
[25.8766339],[-80.30694664]
[25.51214457],[-80.39384113]
[26.00243667],[-80.30368904]
[25.73509754],[-80.41774633]
[26.0372546],[-80.2179295]
[25.70579134],[-80.34168427]
[25.90712044],[-80.36217792]
[26.09708856],[-80.35014349]
[25.93351419],[-80.12277309]
[25.59058041],[-80.44708005]
[25.94572222],[-80.22433859]
[25.57607677],[-80.51194622]
[25.95269405],[-80.22426474]
[26.16520742],[-80.24448132]
[25.9923056],[-80.25406461]
[25.65004339],[-80.39370133]
[25.91935752],[-80.19404203]
[25.78405174],[-80.2843524]
[25.70992372],[-80.36891709]
[25.77568731],[-80.38675546]
[25.80296538],[-80.38814279]
[25.69093638],[-80.38884982]
[25.88746186],[-80.15927422]
[25.59484717],[-80.41889925]
[25.52534582],[-80.4682607]
[25.43035523],[-80.51895551]
[25.95305664],[-80.3056331]
[25.89234459],[-80.33309977]
[26.0053801],[-80.30021903]
[25.97921893],[-80.23852251]
[25.92945315],[-80.21660632]
[25.78734339],[-80.32359495]
[25.76838261],[-80.31503718]
[25.87300511],[-80.22494946]
[25.55106258],[-80.35367165]
[25.78121838],[-80.23680817]
[26.00331165],[-80.25106397]
[25.70438582],[-80.25349608]
[25.72072856],[-80.45779851]
[25.65469547],[-80.45268494]
[25.74959706],[-80.3105055]
[25.93536412],[-80.22738901]
[25.69501874],[-80.35053912]
[25.72151617],[-80.32378519]
[25.76198772],[-80.28910468]
[25.78428417],[-80.4089146]
[25.80431301],[-80.37268514]
[25.97552304],[-80.35925792]
[25.54286239],[-80.34107204]
[25.79263067],[-80.32512031]
[25.66022606],[-80.42819175]
[25.73676325],[-80.41115214]
[25.82836763],[-80.35180808]
[25.68029966],[-80.33554743]
[26.05328073],[-80.28170202]
[25.64752542],[-80.35232526]
[26.0021533],[-80.40754946]
[26.14236337],[-80.23537406]
[25.58834013],[-80.50217566]
[25.55182491],[-80.52582961]
[25.48383802],[-80.49295911]
[25.7660704],[-80.25258797]
[25.77538001],[-80.41004261]
[25.87570371],[-80.39196852]
[25.99142109],[-80.35017645]
[26.07722676],[-80.39587538]
[25.5516871],[-80.42272087]
[26.0583809],[-80.28316024]
[25.79841568],[-80.22680301]
[25.76961116],[-80.37748438]
[25.69055347],[-80.43241942]
[25.86487929],[-80.19530793]
[25.88829197],[-80.38432669]
[25.76459949],[-80.32016069]
[25.66898585],[-80.33047503]
[25.68979373],[-80.39849543]
[25.89629719],[-80.30477588]
[25.98885198],[-80.34832547]
[25.71539366],[-80.44904858]
[25.81102371],[-80.2967926]
[25.82145458],[-80.38273712]
[25.74087914],[-80.29312472]
[25.95970235],[-80.27467864]
[25.85249219],[-80.34867859]
[25.65741973],[-80.37426002]
[25.7186174],[-80.40088111]
[25.9822548],[-80.19509018]
[25.75383486],[-80.35552452]
[25.78278477],[-80.38287473]
[25.51174249],[-80.37767796]
[25.6026003],[-80.34284507]
[25.72564641],[-80.40231039]
[25.7399097],[-80.38500514]
[25.91156654],[-80.34813992]
[25.56793546],[-80.45297979]
[25.73906142],[-80.33995099]
[26.05032874],[-80.33570708]
[25.78380163],[-80.30469483]
[26.05956428],[-80.25913369]
[25.73831081],[-80.33667733]
[25.9983635],[-80.22074086]
[25.77276953],[-80.34537841]
[25.75264587],[-80.37736004]
[25.60778639],[-80.33973276]
[25.80269157],[-80.36526363]
[25.69933291],[-80.45797334]
[25.87677404],[-80.22178939]
[25.78654029],[-80.32190693]
[25.60871821],[-80.46335454]
[25.87925747],[-80.35768716]
[25.80888282],[-80.33858399]
[25.60877466],[-80.48038677]
[25.78581264],[-80.21400541]
[25.59270823],[-80.37234523]
[25.85909162],[-80.24212173]
[25.76158691],[-80.36858728]
[25.72887294],[-80.3482937]
[25.76484294],[-80.37992624]
[25.78380801],[-80.24848788]
[26.17873892],[-80.28152037]
[26.1085398],[-80.16385258]
[25.47799587],[-80.52227501]
[25.69408421],[-80.33539597]
[25.88734015],[-80.23349129]
[25.96942018],[-80.14870281]
[25.9983435],[-80.3298383]
[26.00136393],[-80.24342394]
[25.46815781],[-80.39596253]
[26.00109021],[-80.32857479]
[25.73781167],[-80.27963796]
[25.64480802],[-80.29663417]
[25.97158981],[-80.30221101]
[25.86222744],[-80.20519788]
[25.75546378],[-80.30933084]
[25.7057704],[-80.4307353]
[25.7926163],[-80.28478022]
[25.81082435],[-80.29032867]
[25.90790382],[-80.31544741]
[25.64945419],[-80.43573232]
[25.7816021],[-80.23554715]
[25.70372054],[-80.32665498]
[25.62521567],[-80.44142403]
[25.80954616],[-80.13138482]
[25.72409444],[-80.307784]
[25.58321909],[-80.39381812]
[25.52949983],[-80.52061894]
[25.61704035],[-80.38790387]
[25.72582403],[-80.30191997]
[25.45909601],[-80.49434589]
[25.90198456],[-80.32748726]
[25.74728462],[-80.32613521]
[26.01278967],[-80.28448075]
[25.80625091],[-80.22238359]
[25.68748479],[-80.42849465]
[25.75180206],[-80.25901778]
[25.73232568],[-80.25826393]
[25.73463843],[-80.34003581]
[25.54694955],[-80.52375389]
[25.74102522],[-80.44722403]
[25.70357807],[-80.31140257]
[25.62750803],[-80.31161832]
[25.68070314],[-80.41253474]
[25.73710611],[-80.39052418]
[25.67032615],[-80.38180364]
[25.78261948],[-80.38847738]
[26.08816515],[-80.37316411]
[25.91869737],[-80.1828662]
[25.78173116],[-80.40965603]
[25.80367301],[-80.28216244]
[25.87859208],[-80.39225332]
[25.47039256],[-80.45907665]
[25.8036278],[-80.21128959]
[25.85071995],[-80.34701392]
[25.63452179],[-80.33203122]
[25.61779479],[-80.33672076]
[25.80676187],[-80.32309348]
[25.75262578],[-80.23708462]
[25.59627321],[-80.37773712]
[25.82695852],[-80.2182021]
[25.95366253],[-80.20659378]
[25.68248828],[-80.45515485]
[25.80046611],[-80.23965558]
[26.00112879],[-80.34545064]
[25.7942345],[-80.31702552]
[25.54015289],[-80.37643213]
[25.8358804],[-80.27989214]
[26.07385718],[-80.34447678]
[26.09954935],[-80.30281247]
[25.65975182],[-80.44728009]
[25.87355584],[-80.26013371]
[25.85966437],[-80.3696144]
[25.72436434],[-80.31128085]
[25.64481626],[-80.36304189]
[25.8841035],[-80.23133017]
[25.57238417],[-80.3927297]
[25.57845279],[-80.41883999]
[26.25465382],[-80.26670409]
[25.53005776],[-80.50763909]
[25.82713675],[-80.35520412]
[25.66159098],[-80.43092092]
[26.10987791],[-80.29317921]
[25.9475454],[-80.19996423]
[25.94519108],[-80.3054341]
[25.88135445],[-80.22379003]
[25.67321883],[-80.37859235]
[25.79711302],[-80.25806817]
[25.67666907],[-80.40330863]
[25.85479267],[-80.39536007]
[25.71076442],[-80.39193668]
[25.66897482],[-80.30029381]
[25.77931955],[-80.35862431]
[25.78856147],[-80.38361548]
[25.70598897],[-80.28111497]
[25.74659698],[-80.35079288]
[25.532161],[-80.3463859]
[25.83148069],[-80.35780145]
[25.69926512],[-80.39025851]
[25.64718187],[-80.4340922]
[25.7661494],[-80.32473575]
[25.93136484],[-80.17793308]
[25.56271779],[-80.43417759]
[25.91532561],[-80.28676609]
[25.52866085],[-80.49908001]
[25.58379348],[-80.36675408]
[25.71744898],[-80.39751038]
[25.68797583],[-80.36551262]
[26.15144935],[-80.15294408]
[25.87895488],[-80.27499614]
[26.09753393],[-80.29664421]
[25.73296563],[-80.28688309]
[25.65652337],[-80.39937311]
[25.86569659],[-80.37807911]
[26.0298145],[-80.15548662]
[26.14962529],[-80.23271714]
[25.72527746],[-80.37887105]
[25.78179983],[-80.27977317]
[25.69831978],[-80.2765732]
[26.01402142],[-80.16472218]
[25.82854165],[-80.3398897]
[26.26660189],[-80.24778772]
[25.7055546],[-80.3739093]
[25.75430006],[-80.31530134]
[25.76501138],[-80.38848081]
[25.85129339],[-80.18558757]
[25.71054311],[-80.40008005]
[26.02021171],[-80.20872663]
[25.76236217],[-80.19150316]
[25.8838062],[-80.32655465]
[25.65249751],[-80.29707838]
[25.72750366],[-80.41235152]
[25.86488231],[-80.28054471]
[25.72915838],[-80.34676051]
[25.64545279],[-80.45382761]
[25.82468291],[-80.20554355]
[25.78744135],[-80.40072274]
[25.95857928],[-80.21472546]
[25.94503074],[-80.36407874]
[25.75098666],[-80.23659717]
[25.70724407],[-80.46862214]
[25.88131971],[-80.23580835]
[25.64152959],[-80.43471777]
[25.72054146],[-80.38503971]
[26.30357896],[-80.16540613]
[25.69985155],[-80.38479049]
[25.53817649],[-80.35173351]
[25.73715198],[-80.36708125]
[25.50032505],[-80.50341024]
[25.9794066],[-80.15668915]
[25.66194264],[-80.3555146]
[25.44950604],[-80.47274985]
[25.5400457],[-80.5245853]
[25.58201411],[-80.50312506]
[25.85802281],[-80.29277144]
[25.93841567],[-80.22835595]
[25.72509125],[-80.44920019]
[25.64714916],[-80.33022435]
[25.98301927],[-80.31068911]
[25.62814721],[-80.33114389]
[25.48146828],[-80.50928115]
[25.60792922],[-80.33877673]
[25.89319861],[-80.2183267]
[25.78246031],[-80.39727262]
[25.87854721],[-80.33271958]
[25.55081366],[-80.37147416]
[25.70733369],[-80.35280202]
[25.77979566],[-80.36038006]
[25.84155608],[-80.37845789]
[25.83841765],[-80.2682143]
[25.84585439],[-80.21374293]
[25.61362167],[-80.36687545]
[25.94938131],[-80.12383579]
[25.58678524],[-80.3895463]
[26.04533526],[-80.28150287]
[25.90411247],[-80.18840799]
[25.63966583],[-80.29596073]
[25.87180935],[-80.23419705]
[26.00257299],[-80.38419372]
[25.87734958],[-80.34193736]
[25.69413349],[-80.3302298]
[25.48948602],[-80.54115617]
[25.97439695],[-80.13163941]
[25.77201104],[-80.38941086]
[25.7836809],[-80.39033092]
[25.67295218],[-80.39481796]
[25.65503161],[-80.32295008]
[25.97154633],[-80.29180299]
[25.72508619],[-80.43684317]
[25.89812257],[-80.31437843]
[25.72846912],[-80.40037521]
[25.42944837],[-80.51175738]
[25.70342181],[-80.2527104]
[25.62117355],[-80.38555595]
[25.67621074],[-80.3736177]
[25.54981535],[-80.43679846]
[25.68027456],[-80.32098474]
[25.68273022],[-80.46478693]
[25.61904052],[-80.42111514]
[25.60098013],[-80.32106412]
[25.94382567],[-80.26591507]
[25.79192917],[-80.39270363]
[25.84991405],[-80.38505252]
[25.72581822],[-80.40923312]
[25.71619116],[-80.25901925]
[26.07244314],[-80.39464615]
[25.7665311],[-80.29252388]
[25.79654336],[-80.39101967]
[25.88848003],[-80.15688101]
[26.03002659],[-80.1906099]
[25.71474435],[-80.25185706]
[25.59489062],[-80.50239829]
[25.96483481],[-80.33604629]
[25.71191157],[-80.42265409]
[25.6691347],[-80.38212706]
[25.55591421],[-80.50270994]
[25.72830285],[-80.2517174]
[25.69937046],[-80.40674683]
[25.74396765],[-80.30813203]
[25.91026692],[-80.19400115]
[25.97658695],[-80.27838101]
[25.75760637],[-80.25019322]
[25.86355961],[-80.30135841]
[25.84732413],[-80.19337687]
[25.57485316],[-80.49169572]
[25.92318566],[-80.28622095]
[26.12910221],[-80.23620546]
[26.07393222],[-80.30294047]
[25.66619905],[-80.4430441]
[25.76300564],[-80.2091848]
[25.82322053],[-80.19788341]
[25.58662033],[-80.4163184]
[25.83160618],[-80.3439024]
[26.0364975],[-80.18048945]
[25.70711542],[-80.37154791]
[25.94078428],[-80.34264748]
[25.53990742],[-80.53992653]
[25.6620089],[-80.38956033]
[25.87732017],[-80.34494806]
[25.99000023],[-80.15470553]
[25.4932848],[-80.41949085]
[25.55882211],[-80.34584377]
[25.46843278],[-80.38804562]
[25.4678327],[-80.42448593]
[25.91514478],[-80.2245203]
[25.85633578],[-80.36545566]
[25.77448205],[-80.22033629]
[25.6122487],[-80.40547754]
[25.99677211],[-80.30361325]
[25.66321699],[-80.34984582]
[25.83494744],[-80.1911801]
[25.4495702],[-80.44090795]
[25.80777181],[-80.19064672]
[25.62283766],[-80.36201892]
[25.99468442],[-80.35449402]
[25.84465277],[-80.24744568]
[26.00374272],[-80.34951582]
[25.69978491],[-80.28835915]
[25.84781975],[-80.20117547]
[25.65371371],[-80.35361581]
[25.53532154],[-80.4610689]
[25.90456523],[-80.26093943]
[25.67873452],[-80.35363084]
[25.8329233],[-80.19681128]
[26.11497896],[-80.31095483]
[25.8804041],[-80.2426546]
[25.76052358],[-80.42274248]
[25.68538642],[-80.45505203]
[25.64215328],[-80.2935199]
[25.69082942],[-80.28397983]
[25.80823956],[-80.20656225]
[25.55384906],[-80.43479249]
[25.88946753],[-80.32769339]
[25.66773615],[-80.28536681]
[25.61015827],[-80.42329349]
[25.75589434],[-80.28351591]
[26.13113088],[-80.30072289]
[25.65618959],[-80.43640238]
[25.88851647],[-80.18803693]
[25.82926944],[-80.31214784]
[25.77569615],[-80.39926065]
[25.78841698],[-80.28728095]
[25.84480964],[-80.39338311]
[25.63505362],[-80.31631774]
[26.00165795],[-80.2801408]
[26.00433942],[-80.1394451]
[25.82497181],[-80.37584598]
[25.60280017],[-80.40181089]
[26.03585577],[-80.26394747]
[25.7490983],[-80.27894795]
[25.89781515],[-80.38688147]
[25.80667293],[-80.303317]
[25.9242996],[-80.24464313]
[26.11290554],[-80.19662978]
[25.46704395],[-80.46388834]
[25.7033881],[-80.41385722]
[25.61670827],[-80.39775993]
[25.47779847],[-80.48511184]
[25.77412361],[-80.18957784]
[25.78708204],[-80.29717795]
[25.8543393],[-80.23333168]
[25.97044482],[-80.22836516]
[25.86915605],[-80.35230007]
[25.87478287],[-80.27829542]
[25.76987343],[-80.42262966]
[25.98338558],[-80.39914758]
[26.00760548],[-80.36555819]
[25.75657267],[-80.21648478]
[25.64967294],[-80.29489123]
[25.82965577],[-80.36388581]
[26.07145462],[-80.22531561]
[25.80293594],[-80.21557726]
[25.71504363],[-80.42755258]
[25.58943945],[-80.34962769]
[25.62760312],[-80.43552896]
[25.98846534],[-80.22338602]
[25.79603048],[-80.26277933]
[25.55581527],[-80.38764276]
[25.76776482],[-80.30743222]
[25.79912323],[-80.37708783]
[25.66193035],[-80.43444791]
[25.74924172],[-80.22696057]
[25.98180117],[-80.25055807]
[25.73742838],[-80.45361726]
[25.99642152],[-80.39662588]
[25.8997488],[-80.2294592]
[26.18602917],[-80.23120769]
[25.56133619],[-80.43344711]
[25.51326602],[-80.40455367]
[25.65627234],[-80.36612249]
[26.1761901],[-80.25090146]
[26.33574199],[-80.10352921]
[25.70789684],[-80.46852331]
[25.66047659],[-80.42514763]
[25.86793496],[-80.37675473]
[25.79081334],[-80.27663241]
[25.7244155],[-80.45183056]
[25.88051853],[-80.35648744]
[25.65809322],[-80.34171834]
[25.77360317],[-80.29493614]
[25.79954391],[-80.31005383]
[25.68702177],[-80.46331443]
[25.58017427],[-80.45822182]
[25.92809849],[-80.341458]
[25.8047261],[-80.38770806]
[26.10436382],[-80.34940706]
[25.87796206],[-80.32188285]
[25.92646233],[-80.21761601]
[25.9912339],[-80.35638402]
[25.74642125],[-80.39111373]
[25.89052129],[-80.2543273]
[25.87496901],[-80.22933357]
[25.48197012],[-80.44534109]
[25.67686096],[-80.29778175]
[25.75413858],[-80.36738309]
[25.70226742],[-80.29052973]
[25.7282854],[-80.40284223]
[26.07176006],[-80.14371792]
[25.69358418],[-80.29308439]
[25.67480826],[-80.45310791]
[26.13378095],[-80.29072287]
[25.66481784],[-80.47303264]
[25.56893317],[-80.4534164]
[25.69221094],[-80.3511954]
[26.00424729],[-80.33421358]
[25.74665644],[-80.29769232]
[26.04419793],[-80.29003653]
[25.89026973],[-80.2245245]
[25.59972966],[-80.48615192]
[25.54012047],[-80.40434699]
[25.83890012],[-80.24391705]
[25.74969173],[-80.44125549]
[25.76419583],[-80.41157155]
[25.48224374],[-80.51327372]
[25.91982545],[-80.32437424]
[25.74990715],[-80.25617569]
[25.84356702],[-80.29644471]
[25.7597087],[-80.32147913]
[25.66084606],[-80.42899155]
[25.92033879],[-80.28922114]
[25.70088578],[-80.41231358]
[25.86970476],[-80.29928433]
[25.81177965],[-80.37309517]
[25.88361555],[-80.34859413]
[25.7758991],[-80.42669561]
[25.97488713],[-80.333535]
[25.84162683],[-80.37381567]
[25.97265395],[-80.38031052]
[25.74160127],[-80.36013383]
[26.05368497],[-80.38415608]
[25.50288228],[-80.46452057]
[25.56315514],[-80.47371527]
[25.4995865],[-80.3963961]
[25.71032466],[-80.33131543]
[25.61488068],[-80.44668398]
[25.60798259],[-80.40356506]
[25.7504599],[-80.38035371]
[25.74371495],[-80.36493526]
[25.68567238],[-80.35721515]
[25.61755164],[-80.33232871]
[25.68007453],[-80.38643654]
[25.50842484],[-80.38365358]
[26.12378388],[-80.22272287]
[25.83372073],[-80.28277371]
[25.77614227],[-80.39465261]
[26.03849458],[-80.24981993]
[25.92664849],[-80.18393711]
[25.72384085],[-80.2884202]
[25.95052182],[-80.30906463]
[25.52091456],[-80.43557396]
[25.73057449],[-80.30407751]
[25.89038135],[-80.16169955]
[26.10952226],[-80.25865497]
[25.60490479],[-80.34630655]
[25.82332159],[-80.31150562]
[25.72604986],[-80.3210361]
[25.75365264],[-80.25277666]
[25.76265796],[-80.41577271]
[25.71903259],[-80.36719557]
[25.76373776],[-80.42273585]
[26.22562143],[-80.22810231]
[25.73641656],[-80.35935617]
[25.95746786],[-80.2058356]
[25.78103982],[-80.39987909]
[25.99819149],[-80.21647725]
[26.00876474],[-80.29754754]
[26.09024975],[-80.2605523]
[25.9695631],[-80.21752198]
[25.68935346],[-80.28074403]
[25.62850569],[-80.41964971]
[25.72034454],[-80.39141881]
[25.80877651],[-80.21705445]
[25.76914381],[-80.36983047]
[25.71638793],[-80.38079247]
[25.99637706],[-80.32638085]
[25.54170899],[-80.33728158]
[25.83987663],[-80.33047523]
[25.55337538],[-80.41283003]
[25.64944021],[-80.407166]
[25.68322604],[-80.31605525]
[25.4594093],[-80.49557164]
[25.97508611],[-80.31141083]
[26.23955902],[-80.26539658]
[25.86022807],[-80.3857621]
[25.63857478],[-80.37986978]
[25.98992008],[-80.36769932]
[25.76385667],[-80.31200725]
[25.70671134],[-80.35258306]
[25.91104007],[-80.26674684]
[25.55888276],[-80.47749904]
[26.07792766],[-80.37693987]
[25.7540746],[-80.25609655]
[26.09576292],[-80.35129382]
[26.07077948],[-80.20614869]
[25.4675219],[-80.45922605]
[25.66389856],[-80.32020957]
[26.11025111],[-80.18212123]
[25.71221147],[-80.43250859]
[25.92730531],[-80.28950327]
[25.60790074],[-80.38544068]
[25.97604032],[-80.27206005]
[25.94243506],[-80.35753695]
[25.49609731],[-80.38925899]
[25.73608953],[-80.3610092]
[25.9160336],[-80.35597931]
[25.89034179],[-80.38361224]
[26.13825808],[-80.2665658]
[25.76219421],[-80.42261364]
[25.45419211],[-80.52756225]
[25.9697315],[-80.21857633]
[25.95284873],[-80.26395478]
[25.75049061],[-80.32427165]
[25.91970828],[-80.25538747]
[25.67433307],[-80.29323177]
[25.82034228],[-80.39334487]
[25.58979468],[-80.47388224]
[25.78876131],[-80.30426649]
[25.69285561],[-80.3694274]
[26.09804798],[-80.23257039]
[25.59025548],[-80.42662718]
[25.95079515],[-80.12460673]
[25.70111255],[-80.30362276]
[25.65962053],[-80.39837031]
[25.71939241],[-80.31644838]
[25.62925418],[-80.3785995]
[25.82820402],[-80.21780322]
[25.82471802],[-80.23013515]
[25.74345032],[-80.24691332]
[25.60773344],[-80.45357471]
[26.04906162],[-80.15258177]
[25.54278297],[-80.33182349]
[26.10724106],[-80.3157545]
[25.73066399],[-80.32031083]
[25.97862211],[-80.3651916]
[25.53159284],[-80.49236957]
[25.7611124],[-80.3490903]
[25.48596236],[-80.38337687]
[25.66347021],[-80.43320606]
[25.7782126],[-80.41800217]
[25.7108916],[-80.3385591]
[25.68099766],[-80.31898359]
[25.76821839],[-80.41970428]
[25.85632398],[-80.2835164]
[25.95892129],[-80.31100935]
[25.95311519],[-80.22752297]
[25.59136659],[-80.4558169]
[25.8899295],[-80.39644236]
[26.01720007],[-80.40645786]
[25.5891572],[-80.47225337]
[25.68687322],[-80.37060642]
[25.68035851],[-80.37720149]
[25.81288427],[-80.36053955]
[25.69042188],[-80.40227861]
[25.82915827],[-80.23724492]
[25.55378876],[-80.42247284]
[25.91643391],[-80.20664526]
[26.0597889],[-80.19831613]
[25.60536724],[-80.3737301]
[26.10807868],[-80.39753668]
[25.80954402],[-80.2208984]
[25.68317621],[-80.41570838]
[25.82959106],[-80.34387809]
[25.86136649],[-80.39717288]
[26.06113489],[-80.30957871]
[25.55515389],[-80.38688505]
[26.03427157],[-80.19914728]
[25.97187137],[-80.29092916]
[26.07153731],[-80.17770023]
[25.77395701],[-80.41509437]
[25.97516793],[-80.32229312]
[25.82662189],[-80.33161518]
[26.00249651],[-80.40657104]
[25.77439316],[-80.31378422]
[26.05891603],[-80.37456928]
[26.26164109],[-80.2512912]
[25.79708982],[-80.30119515]
[25.69966463],[-80.43903392]
[25.81027204],[-80.20859317]
[25.59423342],[-80.44586531]
[25.58041631],[-80.34602653]
[25.79395341],[-80.29724352]
[25.75577459],[-80.4221513]
[25.63134303],[-80.31164345]
[25.7233601],[-80.41757199]
[25.74473691],[-80.35696341]
[25.82910275],[-80.2918091]
[25.72764372],[-80.45715038]
[25.51015003],[-80.40583305]
[25.66161826],[-80.45722845]
[25.90641841],[-80.31785587]
[25.89857243],[-80.38560546]
[26.01433158],[-80.25544762]
[26.02832888],[-80.21673591]
[25.61373672],[-80.43903544]
[25.97605152],[-80.13548492]
[25.75779532],[-80.38432131]
[25.98176243],[-80.3968607]
[26.03688223],[-80.30457744]
[25.86225029],[-80.29811202]
[25.83118838],[-80.369869]
[25.4728037],[-80.4899862]
[25.70904427],[-80.38139572]
[25.67104471],[-80.42941537]
[25.55856094],[-80.47710052]
[25.83346707],[-80.31997444]
[25.93090238],[-80.32750695]
[25.76266016],[-80.40113717]
[25.67276658],[-80.37981639]
[25.60842276],[-80.44873987]
[25.87121746],[-80.23923307]
[25.76171353],[-80.32154768]
[25.9166716],[-80.30944806]
[25.93703701],[-80.36282587]
[25.8048451],[-80.36975994]
[25.8788178],[-80.30960232]
[25.73654788],[-80.27061667]
[25.76578767],[-80.30295191]
[26.06679459],[-80.3908227]
[26.20652138],[-80.27320164]
[25.90299977],[-80.20063468]
[25.80853652],[-80.390792]
[25.66751445],[-80.43674652]
[25.80014045],[-80.39173266]
[26.0463338],[-80.35992594]
[25.50322462],[-80.38612945]
[26.02464952],[-80.14252127]
[25.98174347],[-80.25539111]
[25.61410534],[-80.38679126]
[25.63338719],[-80.44085035]
[25.78208222],[-80.41676795]
[26.03459343],[-80.18903786]
[25.85414962],[-80.35642763]
[25.77909211],[-80.31183037]
[25.52944402],[-80.43394214]
[25.99788379],[-80.20873187]
[25.73194743],[-80.40244147]
[26.03842402],[-80.23912266]
[25.6185995],[-80.33069994]
[25.93772351],[-80.15379753]
[25.58586266],[-80.36922226]
[25.63863817],[-80.29315394]
[25.68429237],[-80.35589416]
[25.54289723],[-80.44764881]
[25.87854703],[-80.19553167]
[25.75127467],[-80.30429293]
[25.47384762],[-80.51551624]
[26.10959831],[-80.27249436]
[25.78364546],[-80.21699844]
[25.7904099],[-80.22597466]
[25.76658419],[-80.28971268]
[25.80239782],[-80.33744855]
[26.00406708],[-80.28109156]
[25.80980411],[-80.29497439]
[25.8175222],[-80.33889209]
[25.92431929],[-80.30006948]
[25.60124693],[-80.48838454]
[25.75664803],[-80.28244063]
[25.64941864],[-80.29517821]
[26.12076652],[-80.12070742]
[26.14338227],[-80.16797971]
[25.769781],[-80.24944338]
[25.93483222],[-80.21462393]
[25.69747584],[-80.37433926]
[26.23805922],[-80.12890064]
[25.56076231],[-80.3924672]
[25.91505874],[-80.29481622]
[25.78245264],[-80.29472679]
[25.85064434],[-80.31481403]
[25.80468708],[-80.32307921]
[25.71924187],[-80.37276966]
[25.48506553],[-80.41429561]
[26.18595977],[-80.26628586]
[25.9020288],[-80.35077225]
[26.03262092],[-80.34883678]
[26.02543689],[-80.27904339]
[25.69077603],[-80.3629406]
[25.74141417],[-80.41250732]
[25.83501967],[-80.21669926]
[25.77350746],[-80.28449329]
[25.86258354],[-80.32329283]
[25.83807075],[-80.25950025]
